Deep layers	Num units	Learning rate	Batch size	Loss	Score	Elapsed time
3	100	0.0001	4	0.0300836693495512	0.0300836693495512	83.33621168136597
3	100	0.0001	4	0.03098871186375618	0.03098871186375618	62.66527485847473
2	100	0.0001	2	0.031189093366265297	0.031189093366265297	100.1621310710907
3	100	0.0001	4	0.03131646662950516	0.03131646662950516	56.580554723739624
3	100	0.0001	4	0.0313691720366478	0.0313691720366478	55.3254451751709
3	100	0.0001	2	0.03143072500824928	0.03143072500824928	143.40061807632446
3	100	0.0001	4	0.03161363676190376	0.03161363676190376	65.17209434509277
3	100	0.0001	4	0.03169496729969978	0.03169496729969978	63.521127223968506
3	100	0.0001	4	0.0317952036857605	0.0317952036857605	62.11705231666565
3	100	0.0001	2	0.032351262867450714	0.032351262867450714	144.07088565826416
3	100	0.0001	4	0.032614052295684814	0.032614052295684814	50.605493783950806
3	100	0.0001	4	0.03304321691393852	0.03304321691393852	64.61754393577576
3	50	0.0001	4	0.034215617924928665	0.034215617924928665	83.67383050918579
3	200	0.0001	2	0.03451565280556679	0.03451565280556679	139.03488683700562
2	100	0.0001	4	0.036063969135284424	0.036063969135284424	59.77940130233765
2	100	0.0001	4	0.03872941806912422	0.03872941806912422	51.87900638580322
3	100	0.0001	16	0.04094398766756058	0.04094398766756058	23.17906403541565
1	100	0.005	4	0.04811215028166771	0.04811215028166771	54.57931590080261
2	200	0.0001	16	0.04832365736365318	0.04832365736365318	41.98940968513489
1	100	0.005	4	0.04870586842298508	0.04870586842298508	50.722256660461426
2	200	0.0001	16	0.0491643063724041	0.0491643063724041	22.44952368736267
4	200	0.005	16	0.05717616528272629	0.05717616528272629	26.14364242553711
1	100	0.0001	4	0.0714382454752922	0.0714382454752922	46.92672085762024
2	100	0.0001	16	0.0774533823132515	0.0774533823132515	20.859578371047974
1	100	0.0001	4	0.07862576097249985	0.07862576097249985	48.49121809005737
1	100	0.0001	4	0.11258042603731155	0.11258042603731155	52.682414054870605
1	100	0.0001	4	0.12567107379436493	0.12567107379436493	53.42173361778259
3	100	0.005	2	0.15871165692806244	0.15871165692806244	112.51046299934387
