Deep layers	Num units	Learning rate	Batch size	Loss	Score	Elapsed time
4	100	0.0001	4	0.03316294401884079	0.03316294401884079	67.05185508728027
4	100	0.0001	4	0.033385470509529114	0.033385470509529114	144.38020062446594
4	100	0.0001	4	0.034559398889541626	0.034559398889541626	88.55250930786133
4	100	0.0001	4	0.03457885980606079	0.03457885980606079	84.0920341014862
4	100	0.0001	4	0.03498814254999161	0.03498814254999161	83.5035388469696
2	100	0.0001	4	0.03504057973623276	0.03504057973623276	67.34262752532959
2	100	0.0001	4	0.035156697034835815	0.035156697034835815	70.46280217170715
2	100	0.0001	4	0.035332486033439636	0.035332486033439636	83.7652895450592
4	100	0.001	4	0.0356900729238987	0.0356900729238987	74.50229978561401
2	100	0.0001	4	0.035751547664403915	0.035751547664403915	62.36389660835266
2	100	0.0001	4	0.03593897819519043	0.03593897819519043	73.18993663787842
2	100	0.0001	4	0.03652242571115494	0.03652242571115494	57.549068450927734
2	100	0.0001	4	0.036750130355358124	0.036750130355358124	62.536747217178345
2	100	0.0001	4	0.03675896301865578	0.03675896301865578	70.7173080444336
2	100	0.0001	4	0.03724467381834984	0.03724467009305954	63.44930958747864
2	100	0.0001	4	0.03726039081811905	0.03726039081811905	83.18802380561829
2	200	0.0001	4	0.037364210933446884	0.037364210933446884	80.01770210266113
2	100	0.0001	4	0.037570226937532425	0.037570226937532425	83.18338227272034
2	100	0.0001	4	0.03921720013022423	0.03921720013022423	66.65584230422974
2	200	0.0001	16	0.049359049648046494	0.049359049648046494	24.84991955757141
2	200	0.0001	16	0.056402381509542465	0.056402381509542465	25.610676288604736
2	200	0.0001	16	0.05678285285830498	0.05678285285830498	23.92586374282837
2	100	0.0001	16	0.0654478669166565	0.0654478669166565	20.697937965393066
3	100	0.001	2	0.0676678866147995	0.0676678866147995	128.96026873588562
4	200	0.001	16	0.06884050369262695	0.06884050369262695	38.591846227645874
1	100	0.0001	4	0.07553794980049133	0.07553794980049133	83.09365129470825
1	100	0.0001	4	0.08193355798721313	0.08193355798721313	64.59161138534546
