Deep layers	Num units	Learning rate	Batch size	Loss	Score	Elapsed time
3	100	0.0001	4	0.03019293025135994	0.03019293025135994	43.697338342666626
3	100	0.0001	4	0.03034120239317417	0.03034120239317417	52.212639570236206
3	100	0.0001	4	0.03044169582426548	0.03044169582426548	83.87823724746704
3	100	0.0001	4	0.03047274984419346	0.03047274984419346	48.53252291679382
3	100	0.0001	4	0.03051338903605938	0.03051338903605938	83.84019017219543
3	100	0.0001	4	0.0307165440171957	0.0307165440171957	31.10259747505188
3	100	0.0001	4	0.030751144513487816	0.030751144513487816	79.54129099845886
3	100	0.0001	4	0.030780460685491562	0.030780460685491562	85.1604950428009
3	100	0.0001	4	0.030788196250796318	0.030788196250796318	48.55884408950806
3	100	0.0001	4	0.030826926231384277	0.030826926231384277	30.95070743560791
3	100	0.0001	4	0.03093603253364563	0.03093603253364563	57.21941089630127
3	100	0.0001	4	0.030985042452812195	0.030985042452812195	47.795830726623535
3	100	0.0001	4	0.030992573127150536	0.030992573127150536	31.33897638320923
3	100	0.0001	4	0.031002605333924294	0.031002605333924294	31.287493228912354
3	100	0.0001	4	0.031030764803290367	0.031030764803290367	31.360154151916504
3	100	0.0001	4	0.031036602333188057	0.031036602333188057	31.131667613983154
3	100	0.0001	4	0.031113531440496445	0.031113531440496445	72.99836611747742
3	100	0.0001	2	0.031177084892988205	0.031177084892988205	132.31778836250305
3	100	0.0001	4	0.031258516013622284	0.031258516013622284	31.17035412788391
3	100	0.0001	4	0.03132054582238197	0.03132054582238197	83.68082022666931
3	100	0.0001	4	0.03138498589396477	0.03138498589396477	41.93660545349121
3	100	0.0001	4	0.031400419771671295	0.031400419771671295	31.15987277030945
3	100	0.0001	4	0.031481463462114334	0.031481463462114334	48.441673040390015
3	100	0.0001	4	0.031595923006534576	0.031595923006534576	31.761114358901978
3	100	0.0001	4	0.0316203311085701	0.0316203311085701	70.90802669525146
4	100	0.0001	4	0.03171752765774727	0.03171752765774727	84.2671868801117
3	100	0.0001	4	0.03172140195965767	0.03172140195965767	49.27770256996155
3	100	0.0001	4	0.03176204487681389	0.03176204487681389	59.429458141326904
3	100	0.0001	4	0.03189457580447197	0.03189457580447197	83.82551193237305
3	100	0.0001	2	0.03194260969758034	0.03194260969758034	143.32077312469482
3	100	0.0001	4	0.03226146474480629	0.03226146474480629	57.64683222770691
3	100	0.0001	4	0.03230499103665352	0.03230499103665352	31.004777908325195
3	100	0.0001	4	0.03240327537059784	0.03240327537059784	63.56386613845825
3	100	0.0001	4	0.03263533115386963	0.03263533115386963	34.245341539382935
3	100	0.0001	4	0.032796863466501236	0.032796863466501236	53.30303764343262
3	100	0.0001	4	0.032927922904491425	0.032927922904491425	83.77944588661194
4	100	0.0001	4	0.032942626625299454	0.032942626625299454	79.41406297683716
3	100	0.0001	4	0.0329485721886158	0.0329485759139061	83.84010744094849
4	100	0.0001	4	0.03297249227762222	0.03297249227762222	82.89761281013489
4	100	0.0001	2	0.032982148230075836	0.032982148230075836	203.66582012176514
3	100	0.0001	4	0.0332011952996254	0.0332011952996254	71.6639153957367
1	100	0.001	2	0.033222854137420654	0.033222854137420654	143.12897777557373
3	100	0.0001	2	0.033252961933612823	0.033252961933612823	144.80123567581177
4	100	0.0001	2	0.03371522203087807	0.03371522203087807	144.1251027584076
3	100	0.0001	4	0.03373634070158005	0.03373634070158005	31.043920040130615
3	100	0.0001	4	0.03397292643785477	0.03397292643785477	46.58276295661926
3	100	0.0001	4	0.034078314900398254	0.034078314900398254	31.2258780002594
3	50	0.0001	4	0.034397318959236145	0.034397318959236145	78.14927077293396
3	200	0.0001	4	0.03439841419458389	0.03439841419458389	95.66731786727905
3	50	0.0001	4	0.03441960737109184	0.034419603645801544	68.42230463027954
4	100	0.0001	4	0.0345706008374691	0.0345706008374691	42.53968620300293
