Deep layers	Num units	Learning rate	Batch size	Loss	Score	Elapsed time
3	100	0.0001	4	0.034668631851673126	0.034668631851673126	47.75084686279297
4	100	0.0001	2	0.03470810502767563	0.03470810502767563	204.8658013343811
1	100	0.001	4	0.034742485731840134	0.034742485731840134	67.14180946350098
4	100	0.0001	4	0.0347726047039032	0.0347726047039032	32.03693079948425
4	100	0.0001	2	0.03488418832421303	0.03488418832421303	203.98297452926636
4	100	0.0001	2	0.03491467237472534	0.03491467237472534	149.45453810691833
4	100	0.0001	2	0.0350358746945858	0.0350358746945858	144.10966968536377
3	50	0.0001	4	0.03506828099489212	0.03506828099489212	72.89579677581787
4	100	0.0001	2	0.03533485531806946	0.03533485531806946	153.77903604507446
4	100	0.0001	4	0.03537846356630325	0.03537846356630325	145.10976266860962
4	100	0.0001	2	0.03542010113596916	0.03542010113596916	204.23440098762512
3	50	0.0001	8	0.03544079139828682	0.03544079139828682	17.948662281036377
3	100	0.0001	8	0.03550192713737488	0.03550192713737488	42.174195766448975
3	50	0.001	4	0.03551502525806427	0.03551502153277397	79.22133898735046
4	100	0.0001	2	0.03552532196044922	0.03552532196044922	204.91460704803467
4	100	0.0001	2	0.035530515015125275	0.035530515015125275	155.43389534950256
4	100	0.0001	2	0.03556282818317413	0.03556282818317413	203.80851554870605
2	100	0.0001	4	0.035671867430210114	0.035671867430210114	83.55778574943542
2	100	0.0001	4	0.03573871776461601	0.03573871776461601	67.96638989448547
4	100	0.0001	2	0.0359782911837101	0.0359782911837101	154.78072786331177
4	100	0.0001	2	0.036291997879743576	0.036291997879743576	204.834490776062
2	100	0.0001	4	0.03631865605711937	0.03631865605711937	71.89201378822327
3	50	0.0001	4	0.03677728399634361	0.03677728399634361	83.86796522140503
4	200	0.0001	2	0.03684188798069954	0.03684188798069954	190.18779706954956
1	100	0.001	4	0.03708461672067642	0.03708462044596672	66.9581446647644
3	50	0.0001	4	0.0390150211751461	0.0390150211751461	65.86839008331299
1	100	0.001	4	0.040081605315208435	0.040081605315208435	60.92682218551636
3	100	0.0001	16	0.04029904678463936	0.04029904678463936	30.747389316558838
3	100	0.0001	16	0.0405237041413784	0.0405237041413784	12.307210445404053
3	100	0.001	4	0.040539853274822235	0.040539853274822235	83.93161630630493
1	100	0.001	2	0.0421706885099411	0.0421706885099411	125.84125185012817
4	50	0.0001	16	0.04247283935546875	0.04247283935546875	28.55168390274048
1	50	0.001	16	0.043624959886074066	0.043624959886074066	25.522033214569092
3	100	0.001	4	0.04519600421190262	0.04519600421190262	83.47105574607849
4	200	0.001	16	0.04565397650003433	0.04565397650003433	42.247912645339966
4	200	0.001	8	0.04566347971558571	0.04566347971558571	83.95112156867981
3	50	0.001	16	0.04709252715110779	0.04709252715110779	27.850465297698975
2	200	0.0001	16	0.04829519987106323	0.04829519987106323	42.22726321220398
1	100	0.001	16	0.04837480187416077	0.04837480187416077	27.806596040725708
4	100	0.0001	8	0.04912953823804855	0.04912953823804855	44.104597330093384
2	200	0.001	16	0.05094214156270027	0.05094214156270027	26.420411109924316
2	100	0.001	4	0.05623457953333855	0.05623457953333855	83.48022413253784
3	50	0.001	4	0.059960223734378815	0.059960223734378815	70.98714423179626
4	50	0.001	16	0.06616146862506866	0.06616146862506866	42.561787843704224
1	50	0.0001	2	0.0666358545422554	0.0666358545422554	143.07847142219543
1	100	0.0001	4	0.07194462418556213	0.07194462418556213	58.29366683959961
1	100	0.0001	4	0.07352656871080399	0.07352656871080399	26.417122840881348
1	150	0.0001	4	0.07385847717523575	0.07385847717523575	82.99589109420776
1	100	0.0001	4	0.08106953650712967	0.08106953650712967	84.02327728271484
3	100	0.001	2	0.09325643628835678	0.09325643628835678	203.5998158454895
1	100	0.0001	8	0.12262310832738876	0.12262310832738876	35.72355842590332
