Deep size	Num units	Learning rate	Batch size	MSE	Tiempo de ejecución
2	50	0.001	16	0.03144213184714317	23.04468584060669
4	150	0.0001	16	0.03223220258951187	21.347682237625122
3	200	0.001	16	0.03430866822600365	19.639758825302124
1	200	0.001	16	0.0361664779484272	16.691831350326538
4	50	0.0001	16	0.03643258288502693	16.34128999710083
4	100	0.0001	16	0.03670807555317879	19.59632396697998
3	100	0.0001	16	0.037506211549043655	17.295283794403076
4	200	0.0001	16	0.037539660930633545	24.289318084716797
3	150	0.0001	16	0.038075003772974014	16.182328939437866
4	100	0.001	16	0.03809976577758789	22.78818655014038
3	200	0.0001	16	0.03937191888689995	18.297001600265503
4	150	0.001	16	0.03956877067685127	23.04418182373047
1	100	0.001	16	0.04037284851074219	14.458308458328247
1	150	0.001	16	0.04171447083353996	21.077508687973022
3	150	0.001	16	0.04526554048061371	16.81572914123535
3	50	0.001	16	0.04706370085477829	16.615918397903442
3	50	0.0001	16	0.048304859548807144	16.948539972305298
2	100	0.001	16	0.04868512600660324	20.853781938552856
1	50	0.001	16	0.04879673570394516	15.7549569606781
4	200	0.001	16	0.04880204051733017	27.075721502304077
2	200	0.001	16	0.04931722581386566	15.873072862625122
2	200	0.0001	16	0.05148264020681381	22.19591760635376
2	150	0.001	16	0.053096480667591095	22.874772310256958
2	150	0.0001	16	0.058155376464128494	21.18000078201294
4	50	0.001	16	0.0750630721449852	16.62012243270874
2	50	0.0001	16	0.08224458247423172	17.79561448097229
3	100	0.001	16	0.08743377774953842	31.925913095474243
2	100	0.0001	16	0.08876428008079529	18.70680332183838
1	200	0.0001	16	0.19766341149806976	21.453212022781372
1	150	0.0001	16	0.3039456903934479	16.587430000305176
1	50	0.0001	16	0.652683436870575	15.540129899978638
1	100	0.0001	16	0.6632260084152222	17.854442358016968
